id,sender_id,receiver_id,amount,start_time
125,6975,2937,9999644,137632
126,2369,937,9999205,137655
127,5916,4947,10000591,138886
128,5469,975,10000196,139034
129,979,3143,9999107,139434
130,2025,3844,9999142,140004
131,743,4210,10000443,140039
132,801,2478,9999393,141638
133,1148,1477,9999552,142330
134,5879,655,10000236,143352
135,6891,6791,9999495,144681
136,808,2323,10000009,144984
137,3525,775,9998765,145105
138,4165,3398,10000309,146989
139,6171,6650,9999797,147118
140,2866,1684,10000484,147476
141,5053,4200,9999428,148226
142,7632,1383,9999577,148519
143,6992,636,9999541,149235
144,6231,3790,9999801,152227
145,1055,1390,10001583,152880
146,498,4881,10001636,153577
147,338,5589,10000276,153682
148,3055,417,10000599,153884
149,7549,4574,10002203,154658
150,1623,6496,9999382,155525
151,4364,5756,9998966,156492
152,3884,6757,9999939,157873
153,1589,3114,9997546,160304
154,4478,1463,9997888,161974
155,2121,5784,10000873,162800
156,4153,1785,9999258,162930
157,728,531,9999959,163236
158,5921,7953,10000748,163296
159,5895,5687,10000196,166635
160,7200,5676,9999187,167553
161,4361,2229,10000961,168330
162,884,4908,10000554,169480
163,1540,7242,9999606,169690
164,661,7541,9998493,169975
165,1392,6489,9998478,170795
166,3352,2711,10001869,171316
167,1183,1521,10001508,171534
168,4622,6340,9997252,171822
169,4318,7208,9999180,171866
170,6737,2525,9999846,172007
171,7391,2773,10002236,172163
172,1022,1557,10001931,174423
173,7658,3368,9998675,174528
174,3373,1089,10000027,174935
175,3963,1732,9998832,176003
176,4164,5410,10001267,176877
177,339,1893,9999160,178683
178,5850,3835,9997029,179052
179,316,6880,10001369,179155
180,756,5134,10001184,181196
181,4951,259,10000777,181379
182,1273,287,10000055,181699
183,4479,2913,10001056,184069
184,6782,4076,9999479,184103
185,661,4096,9999871,184249
186,2796,4640,9998691,184455
187,6879,6075,10000133,187884
188,2205,6465,10000592,188453
189,6378,3838,10000147,188934
190,3317,7314,9997997,189113
191,1020,3320,9999718,189695
192,4962,6777,10000486,190449
193,7903,7970,10000103,191115
194,4839,7114,10000852,194417
195,50,7816,10000900,194836
196,4252,2867,9999986,195368
197,6959,2688,10000751,200154
198,1966,7985,9998166,206282
199,5369,5484,9999505,206842
200,4390,7237,10000757,207412
201,6888,4576,9999905,207746
202,5882,4428,10000269,208717
203,2756,5993,10000028,209571
204,4365,3888,9999987,210291
205,5264,6913,9999057,212105
206,3633,794,9999999,214406
207,2358,7788,10000059,214695
208,908,2480,10000004,215554
209,3651,3666,10001926,215891
210,4092,5360,10001510,216062
211,1933,409,10000501,219578
212,286,870,10000124,221042
213,655,7484,9999104,221468
214,847,1137,10003009,221883
215,3108,3856,9998982,223368
216,4537,5381,10000366,223654
217,4875,1034,10001135,224720
218,6393,3598,10000306,225709
219,1552,2176,10001471,226339
220,3878,5908,9997660,227297
221,3147,1185,10000259,228575
222,4579,7147,10000316,230148
223,369,3768,10001762,230506
224,7822,6796,10001239,231400
225,5769,2415,10000094,233972
226,4578,7913,9999891,234060
227,161,4465,10000142,234513
228,1527,1607,9999235,236859
229,3578,1038,9999688,240907
230,2531,545,10001607,241352
231,756,3570,10000207,242793
232,2559,5287,9999778,247317
233,2375,5742,9999008,252477
234,29,5324,10000414,253412
235,3586,398,9999158,253501
236,2869,4880,9999031,254389
237,5252,1572,9998938,254437
238,7473,3687,9999745,254626
239,6850,3389,10000668,255225
240,2192,3758,9999323,257880
241,4793,5504,10000516,258075
242,6591,2143,9998149,258272
243,7243,7870,9999915,258960
244,6470,1422,10000600,259016
245,3991,6291,9999108,261465
246,2535,4488,9999752,261810
247,1976,7982,9999843,262276
248,2928,1335,10000367,262586
249,7033,6478,10000064,265786
250,7258,2682,10000926,269197
251,6892,5153,10000830,269515
252,2488,3952,9999541,270489
253,2416,4431,9999409,270860
254,3347,6749,10000061,270900
255,1236,7846,9999750,271944
256,815,3944,10000416,273793
257,2099,3266,10001329,274628
258,1328,1986,10000844,275867
259,5985,1647,9999032,276093
260,1267,4908,9997005,276690
261,22,6160,10001140,278150
262,308,2029,10000751,279392
263,3061,518,9999826,279909
264,859,7508,10000543,280488
265,2918,7865,9999816,280969
266,3495,2354,10001126,281988
267,3406,5704,9999026,284796
268,1716,7473,9999920,286347
269,3463,5709,10000227,288148
270,3602,7941,10000430,288576
271,5814,4458,9999124,288775
272,6601,47,10000445,289255
273,5403,5537,10001930,291822
274,3941,6421,9999662,292062
275,5492,1810,9999991,292459
276,3105,3162,10001399,292847
277,4071,71,9999624,293798
278,4357,1655,9999574,294253
279,3773,3892,10000741,294387
280,5497,7360,10001285,296165
281,5178,1004,10000208,299979
282,5439,4247,10000910,300826
283,1525,1501,10000062,301162
284,6548,4081,9999001,301558
285,1376,7789,9999659,304853
286,6087,4024,10000389,305292
287,4741,4966,9999860,306721
288,1615,6587,10000675,307217
289,5061,7157,10001077,307409
290,4209,6567,9998482,307560
291,618,6412,10001840,308976
292,7819,5865,9998392,310062
293,283,7139,10000209,310388
294,22,4165,10000444,311384
295,2003,7312,10000117,312245
296,5700,3501,10000669,313356
297,3623,7913,9999323,313633
298,2230,5785,9999993,314074
299,2338,5933,10000256,321109
300,6489,5082,10000457,321663
301,3393,6947,9999457,321681
302,684,965,9999366,321759
303,4576,3268,9999206,322578
304,2881,7131,10001142,322782
305,2328,1077,10000890,323628
306,3648,7227,10000995,324630
307,537,1089,10001881,324812
308,3762,6789,9999824,324857
309,4874,3256,9999995,326456
310,7219,3528,9999834,327265
311,7452,5599,9998625,329057
312,4817,1264,9999301,330303
313,745,7262,9998788,330639
314,1893,6918,9998838,331621
315,3556,7386,10000307,332556
316,4566,4818,9998450,332950
317,186,6742,9999502,332961
318,1268,1037,10001285,333022
319,5899,5869,9999958,333947
320,138,321,9999829,334530
321,3387,6613,9999650,334720
322,1345,6888,9999474,335821
323,3394,1476,10001109,336062
324,7799,1117,9999698,336511
325,940,3244,10000135,337151
326,6632,1543,10001516,339736
327,1182,7490,10000979,342288
328,393,7937,10000655,342826
329,7806,4468,10000175,346859
330,4170,3621,10000941,347361
331,4953,5411,10001205,348261
332,7296,2413,10000765,349914
333,6512,3673,10001181,350249
334,7892,1589,9998056,350394
335,2153,5109,9999137,350458
336,3314,4146,10000835,351041
337,2752,1903,9998468,351789
338,5343,6907,10001830,352053
339,6835,2483,10000704,352838
340,4890,1309,9997026,354025
341,4669,4568,9999026,355032
342,3743,1681,9998996,355268
343,3337,4241,9999847,355378
344,2592,3288,9998179,355715
345,618,6771,10000144,355738
346,2839,568,10000148,356076
347,7630,2456,9999500,358158
348,1556,2061,10000687,358779
349,5731,5548,9998556,361061
350,7448,3829,9999318,362215
351,4626,1086,9999841,362381
352,6481,3761,9999714,363106
353,3201,4918,9999399,363826
354,6141,5913,9999203,364737
355,7135,3694,10000411,367076
356,2726,6684,9998492,367279
357,4414,4500,10000082,371268
358,6259,1147,10000531,372668
359,7394,7403,10001463,373907
360,1538,1749,10000448,373907
361,2022,5298,10000495,373960
362,6841,6905,10000215,374102
363,7153,270,9999615,376288
364,4521,6643,10000753,377624
365,3186,3887,9999614,378692
366,2157,5027,10000113,382497
367,7589,7750,9999871,384009
368,2207,7397,10000067,385134
369,2805,6572,10000544,385446
370,7385,5864,10001145,385705
371,882,567,10002035,385743
372,3200,2578,10000011,387118
373,2797,3084,10000713,388650
374,4743,4534,10000570,390340
375,6929,1055,9999361,392270
376,3312,2369,10001274,392449
377,7952,7828,10001121,394449
378,5977,5574,10000544,396401
379,5597,1752,10001555,397340
380,3891,5265,10001447,397426
381,5526,2437,9997510,397498
382,750,2400,9999217,398005
383,6655,1853,9999809,398665
384,6666,3754,10000206,399017
385,770,2587,10000266,399093
386,6879,2621,9999209,399505
387,5806,5147,9999348,401880
388,1821,1021,10001059,403443
389,6659,2215,9999992,406926
390,867,980,10000319,407112
391,6830,4617,9998697,407305
392,7615,5374,9999530,407684
393,7881,1205,9999391,408581
394,5502,889,10000349,408928
395,2431,6634,9999517,409591
396,606,682,9999806,411054
397,2053,7726,10000229,411135
398,4951,1751,9997947,414779
399,800,7558,9999350,415374
400,4689,2100,10000175,415567
401,5298,6443,10000631,417213
402,7135,4302,10000016,417279
403,5814,1694,9998758,422860
404,7955,2785,9997900,422864
405,1677,4464,9999914,423759
406,5670,4146,10001189,424514
407,6960,6650,10000089,425687
408,7100,1818,10000462,426333
409,1482,4423,9998317,428153
410,6679,3685,9999770,428364
411,3557,3669,10000564,429399
412,5600,6987,10000263,431828
413,303,3000,10001741,432050
414,548,4588,10000824,432555
415,6216,6562,9999786,433984
416,6311,6859,9999828,434724
417,359,3747,9999311,434997
418,5277,7725,9999881,435492
419,6245,768,10001448,437900
420,4902,2834,9999280,439773
421,3104,7017,10000298,440064
422,4503,7189,9999964,442171
423,7712,671,10001470,443055
424,4807,7998,9999534,443207
425,3761,6932,10000319,444720
426,4635,7887,9998627,446339
427,3667,3748,9999035,446408
428,279,5864,9999302,446621
429,542,2122,10000084,447260
430,160,3629,9999588,451441
431,1928,3811,10000173,453479
432,4323,3619,9999833,455915
433,5410,4926,10001088,458201
434,4674,7771,9999473,458779
435,311,28,10000117,461833
436,487,5577,10000496,462932
437,5602,4915,10001431,463687
438,521,5543,10000031,463819
439,508,3617,9998119,463925
440,2357,3833,10001335,467108
441,3403,5828,10000849,471660
442,7457,6703,9999572,471711
443,6352,3975,9999332,472189
444,7019,5105,10000996,474209
445,5807,5658,9999552,474254
446,4329,235,10000023,477028
447,5261,6597,9999311,477245
448,1397,2331,10000178,478094
449,861,3910,9998403,479094
450,7159,1855,10000403,482204
451,779,1082,10000972,482215
452,975,4498,9998892,482866
453,6185,4084,10000768,483558
454,7589,6370,10000064,485963
455,557,7752,10000092,487353
456,7721,7824,9999081,488987
457,3820,6557,10000534,490446
458,2219,5334,9998215,490821
459,1250,177,10000548,491437
460,3501,6300,9999022,492881
461,5519,2483,10000332,493418
462,7001,6230,9999533,495340
463,3528,751,9999722,495850
464,3414,61,9999758,496755
465,2736,869,10000086,498096
466,6066,5870,9999299,498582
467,3132,5036,10000697,499244
468,5347,4253,10001542,499364
469,2140,3172,9998942,499828
470,1780,7914,10000215,500945
471,7177,1126,10001188,502010
472,6160,4087,10000959,502615
473,7386,1951,9999092,502632
474,7029,1705,10001064,504686
475,6239,6762,9999257,505301
476,4258,3605,10000174,506329
477,4907,616,10000462,507773
478,735,1715,9999332,509903
479,7070,7960,9999689,509941
480,1031,6070,10000849,510036
481,652,7428,9999559,510539
482,2904,4885,9998926,511597
483,5044,3466,10001138,511683
484,2038,6363,9999139,512503
485,3589,7752,10000423,512680
486,5933,489,9999802,512942
487,5257,2067,10000456,514266
488,4273,3125,9999001,515447
489,2788,1938,10000665,518809
490,6876,7133,10002039,518886
491,6137,1728,10000931,519457
492,1466,6136,10000682,522373
493,1115,5763,9999270,523288
494,2003,7354,9999436,524703
495,2811,2116,10000233,526736
496,5257,3875,10000796,528342
497,4841,3770,9999693,528993
498,3210,1806,9997739,529396
499,2895,2346,9999137,529949
500,377,1759,10000615,530643
501,2363,3301,10000191,531668
502,5229,7594,9998874,532813
503,6527,7121,9999925,533781
504,5710,1037,10002611,534260
505,1444,2521,10000831,534522
506,3649,3357,9998514,534668
507,6146,1196,10000565,537246
508,5096,5180,10000405,537268
509,728,5945,9999408,537275
510,5469,4339,10000405,537722
511,635,5185,9999359,538453
512,7767,2333,9999789,539775
513,316,7461,9998804,540608
514,3174,7819,10000348,541316
515,4330,2212,9999430,542052
516,3692,44,10000247,543073
517,5768,4648,9999381,544311
518,3542,4971,9999850,544517
519,2755,1900,9999433,548638
520,6142,4625,10000216,550552
521,203,1315,9998987,551005
522,652,1352,10001335,551059
523,4198,2026,9999889,551626
524,3513,4016,9998056,552504
525,3314,3407,9998647,553706
526,6152,5401,9999817,554391
527,4018,7321,9999300,555071
528,1336,3799,9999824,556028
529,1863,596,9998636,556181
530,3530,5398,9999958,556289
531,5773,7583,10000594,557285
532,6922,164,10001184,559967
533,4398,3192,9998811,561175
534,7832,3829,9999914,561369
535,118,1922,9999713,562144
536,843,4018,9999372,563804
537,7893,6263,9999212,565846
538,3659,298,9999000,565966
539,2548,4343,9998534,566759
540,4870,248,10000041,568538
541,5873,95,9999043,568616
542,5642,7370,9999918,568720
543,5268,2264,10000265,569279
544,4440,3011,9998764,570101
545,3908,6942,9999619,571810
546,2186,6616,10000770,574979
547,7053,7917,10002153,576237
548,2050,6308,10000798,577299
549,4569,3755,10001510,578949
550,555,2140,9999740,579652
551,7848,398,9999642,580942
552,3309,4672,10000046,581089
553,977,4272,10000766,581183
554,5582,3630,9999694,581537
555,2475,7973,9999462,581652
556,2748,1735,10001013,582943
557,894,2430,9997746,584617
558,4290,624,9998434,587281
559,7244,1103,10000597,587804
560,352,2691,10001002,591548
561,2558,718,10001235,592205
562,813,2017,9999920,592773
563,3812,1308,9999870,593024
564,3118,4933,10000520,593562
565,6784,6103,9999632,593774
566,1296,182,10000821,594920
567,6363,1547,10000716,596825
568,58,2463,9998618,600075
569,938,6805,9998357,601904
570,4620,2602,9999276,604126
571,5387,2995,10002082,605865
572,3383,3290,10001629,606944
573,7840,6195,9999709,606989
574,2768,286,10000619,608784
575,814,1085,10000231,612067
576,5657,7607,10001769,612128
577,7800,3961,9999757,613957
578,1646,3055,10001025,614300
579,6396,5417,9999878,614596
580,5553,5354,10000972,614726
581,2292,5947,9999787,614809
582,864,967,10000950,615568
583,4802,547,9998476,616422
584,1452,304,9998980,617567
585,7102,2971,9998653,617853
586,7404,3384,9999024,618975
587,3406,2367,9999491,620118
588,1028,815,9998652,622528
589,5037,3639,10001044,622570
590,7340,3441,10000095,622906
591,1114,4498,10002917,623771
592,7245,3174,10000075,623928
593,339,3115,10000469,623938
594,2322,631,9998465,626540
595,4157,5426,10001180,629217
596,6446,6773,10000610,630973
597,3209,6509,10000968,634071
598,3872,5251,10000063,635940
599,2711,3317,10001343,636608
600,1388,3567,10000770,637556
601,4019,5805,10000299,638070
602,115,3604,9999532,639241
603,5196,7692,9999675,639838
604,5084,4048,9999525,640366
605,2284,1550,10000907,640666
606,6326,4509,10000149,641036
607,671,5983,9999195,643759
608,5399,1332,10001590,644373
609,6772,2500,10000521,646535
610,2011,6775,10000969,646658
611,4439,5626,10000419,648007
612,7064,1816,10000456,648995
613,4720,853,9998662,650173
614,4279,228,9999848,651570
615,6689,5760,10000516,653491
616,3665,4204,10001629,655711
617,1751,4522,10000835,656885
618,560,7713,10000714,657818
619,4040,5336,10001581,657920
620,3297,1841,9999275,658657
621,5556,1653,9999910,659059
622,6645,183,9998158,659742
623,4355,1994,10000566,660231
624,1878,7792,10001253,660623
625,7604,4972,10000015,661128
626,6677,3969,9999204,661189
627,5390,2635,9998547,662503
628,5064,6348,9999732,664879
629,5243,1107,9999300,669130
630,930,7840,9999510,670681
631,891,6490,10000260,671536
632,7764,5461,10001352,672691
633,2675,83,10000133,673876
634,6245,7001,10000120,676339
635,6447,5159,10000006,676661
636,3949,7148,9999670,677377
637,5609,4707,9999724,677793
638,331,2496,9999132,678511
639,6179,6275,9996481,679830
640,447,5053,10000414,680644
641,493,4194,10000240,680660
642,3944,1460,9999712,680894
643,4743,4057,9999837,681762
644,4304,3939,9999668,681844
645,3746,3350,9999130,682264
646,1928,3941,10000066,682537
647,2617,3009,9999903,683881
648,6634,7924,9998054,683973
649,4143,3102,9999068,684950
650,6425,5317,9999673,685668
651,1678,6466,9998771,686428
652,5232,1828,10000138,686792
653,2813,1929,10000543,687426
654,4986,3725,9999544,688485
655,7400,4955,9999992,688609
656,996,3269,10000951,688717
657,2491,5947,10000568,689276
658,6283,7374,9999939,689349
659,4557,4734,10001153,691615
660,6011,2448,10001887,693304
661,3820,5021,10001263,693798
662,1080,7479,10000240,695148
663,2453,5771,9999897,695440
664,5411,6509,10000845,696361
665,7133,4053,9998944,696832
666,6120,804,9998828,697894
667,6428,6296,9998518,697960
668,6623,5043,10000283,698235
669,7334,3027,10002046,698522
670,6068,1938,9999126,699793
671,1973,3798,10000759,700665
672,4354,7202,9999495,701751
673,7853,6964,9999090,702554
674,5621,4722,9999564,702874
675,2588,5779,10000897,703518
676,823,5193,10000227,704313
677,1308,2395,10000176,704344
678,1025,7152,10000905,705355
679,403,7846,10001515,707953
680,666,1202,9999437,708313
681,4429,2520,10000304,708844
682,399,2767,9998936,709248
683,2662,7692,9999810,709503
684,4758,4007,10001342,710971
685,6802,1151,10000642,711447
686,7994,736,9999416,713409
687,7536,5010,10000034,713432
688,4231,3222,10001152,714740
689,4286,118,10000801,716298
690,1315,2751,10000021,717571
691,1047,7417,10000530,721134
692,1984,3225,9999411,721530
693,4998,1491,9998349,724869
694,2818,1975,10000803,725783
695,6245,1962,10000316,727054
696,5054,3125,9999596,727635
697,3263,7605,9999901,728108
698,1436,2619,10001906,728492
699,6687,3897,10001145,729139
700,6626,5687,9999664,729470
701,2010,4330,9999852,730926
702,7194,1579,10000062,731714
703,1399,1771,9998591,737072
704,7241,5871,10000012,737522
705,4200,3482,9998814,739593
706,7417,7692,9999970,741101
707,1110,7164,9999416,741336
708,2586,1783,10000825,744250
709,7894,2966,9998819,744375
710,3054,7242,9999685,744644
711,986,6077,9998817,745125
712,871,2464,9999489,746104
713,5402,2660,10000219,746223
714,4293,2526,9999886,746615
715,7731,4295,9999492,746860
716,4285,1665,10001315,746892
717,198,7428,9999832,747624
718,6988,1911,10000149,749764
719,3947,7704,9998640,750691
720,6836,7914,9999926,750887
721,7503,5946,10001063,751232
722,7557,7629,10000321,751801
723,2628,7706,10000643,751897
724,186,3762,9998809,752283
725,1866,2965,10001681,752314
726,33,15,9998680,752683
727,7389,5389,9999359,752795
728,4488,6095,10001211,756167
729,909,2520,10000408,761971
730,7401,1826,9999563,764268
731,298,2262,9999624,764859
732,556,5374,9999165,764929
733,6691,5747,9999925,765819
734,7285,2265,10001639,766104
735,5562,3570,10000413,767150
736,1180,6090,10000137,767258
737,4410,3374,10000989,767837
738,2338,635,10001289,769394
739,2893,4810,9999431,770652
740,1959,946,10000239,771548
741,3125,507,9997700,772589
742,2607,2368,10000271,773273
743,3159,1355,10000795,773579
744,5660,6357,9999634,776580
745,6626,6616,9999639,776688
746,7463,4967,10000516,779975
747,4555,3610,10000123,783141
748,7510,4951,9999595,783263
749,3883,724,10000434,783635
750,7317,5389,10001471,784280
751,7920,6574,10001191,785834
752,976,6895,10000150,786293
753,5765,1626,9999391,788633
754,3253,5664,10001175,789086
755,2668,2541,9999677,789162
756,2919,7424,9998764,789206
757,2040,5521,9999861,789413
758,7786,5217,9999284,789829
759,5393,2630,9999762,790361
760,7273,88,9999370,790729
761,1002,307,10000513,791145
762,7423,7743,10000372,791335
763,5255,4657,10001566,792365
764,6115,2675,10000518,792372
765,566,1993,10000683,795412
766,3051,1146,9999199,796396
767,4939,4227,10000246,797996
768,1185,2524,10001933,799497
769,1393,1688,9999805,800229
770,5857,3654,9999200,801433
771,986,2436,10000254,803159
772,4858,1066,10000361,804162
773,2151,528,10000688,805893
774,4535,4701,10001243,806408
775,4149,3692,10000271,806921
776,7542,7901,9999819,806989
777,2218,7811,10000232,807253
778,5218,2547,9999318,810144
779,3554,3245,10000833,810617
780,3319,1775,9998755,810628
781,5394,1684,9999665,813444
782,1987,2704,9999752,814746
783,3592,4145,9999999,818620
784,5108,566,10001688,818635
785,1266,3435,9999988,820917
786,4916,5332,9999248,821139
787,5174,7682,9999876,822689
788,6285,4680,10000422,824037
789,3711,7575,9999528,824110
790,7725,7095,9999677,824954
791,3649,1797,10000273,825812
792,1899,6574,9999971,826436
793,6652,2696,10000392,826776
794,2615,2863,9999485,829791
795,4441,7660,10000120,831092
796,7105,1450,10000145,831838
797,4293,2647,9999460,833171
798,2820,902,10001068,833862
799,4639,5219,9998597,835259
800,1887,6281,9999880,836044
801,1006,4460,9999876,837270
802,1586,5954,10000690,839354
803,6428,134,10000988,839729
804,732,570,9999355,840333
805,4306,3924,9999408,842291
806,4961,2387,9999522,843372
807,5353,2919,9999332,844666
808,1439,109,9998779,845584
809,1065,3341,10000193,846670
810,7602,6432,9998599,847771
811,1856,756,10000203,850986
812,4285,715,9999975,851999
813,4854,6722,9999844,852127
814,6442,4399,10000373,852380
815,3694,1293,9999328,853402
816,4931,859,10001610,853546
817,5097,3112,10001462,853815
818,7231,4194,9999425,855754
819,5193,165,9999334,855907
820,1470,5056,9999312,856746
821,5960,749,9999510,858849
822,1797,5703,10000873,861300
823,4470,644,9998621,861455
824,3037,3997,9999873,866077
825,5720,4511,10000416,867084
826,7823,3092,9999623,867585
827,650,7436,10001222,868086
828,2785,5176,9999614,868089
829,7204,7120,10000590,868351
830,3828,3688,9999566,869431
831,6891,7094,10001158,870746
832,2975,2042,9998539,870879
833,6594,1536,9999619,871185
834,5120,3396,9999135,872097
835,6048,4610,9999869,872142
836,637,1991,10001319,872307
837,4973,4876,10001008,872702
838,2506,4321,9999390,875355
839,7157,1679,10001278,876101
840,5377,7635,9998624,876362
841,4225,6574,10000225,876671
842,6154,1630,9999988,878057
843,1432,2612,9999688,878187
844,7333,6792,9999186,878648
845,3443,4424,9999233,880350
846,7748,1705,10000355,881367
847,2130,3496,9999094,883562
848,5306,6497,9999676,885503
849,6325,1777,10000244,888673
850,174,239,10001265,889447
851,7439,7172,10000693,889645
852,6895,3380,10000064,892594
853,6367,5618,9998426,892601
854,4831,1115,10000156,893246
855,1348,5498,10000307,894314
856,721,3361,9998829,895929
857,4673,3995,9999869,896482
858,7071,1586,10001747,898278
859,4822,2213,9999874,899764
860,2400,5751,10000072,901052
861,338,7995,9999559,901274
862,3960,7965,9999065,902709
863,825,5213,10001606,903060
864,4842,2632,10001421,905268
865,3206,6730,10000379,906141
866,7289,7518,9999714,907815
867,6754,5346,9998027,909343
868,2829,504,10000416,911788
869,1697,2293,9999697,911835
870,3363,5820,10000602,912808
871,7451,2117,9999971,912945
872,7560,6481,9998149,913182
873,3989,2010,9999900,914253
874,5198,7191,9999219,915036
875,166,4150,9999951,915684
876,3189,882,10000418,916507
877,7355,626,10000902,917091
878,2437,1830,10001079,917217
879,2078,5145,9999302,917229
880,4405,2291,9998381,918535
881,4584,4886,10000045,919384
882,2335,6728,9999532,920076
883,7169,291,9999346,921635
884,4379,1806,9999477,921681
885,3017,1626,10000761,922736
886,4840,3259,10001090,922758
887,7857,3864,9999406,924643
888,3177,941,10000069,924733
889,5634,2222,9999669,925021
890,2740,4037,9998976,925397
891,247,4220,10001243,925678
892,198,2424,9999869,926850
893,1728,4286,10000704,928742
894,1516,6833,10001496,929062
895,2978,3802,10001066,929349
896,4757,6248,9999745,931714
897,2953,3226,10000196,932715
898,37,420,10000030,932760
899,5690,3175,10000810,933148
900,7490,5811,9998501,933266
901,2087,4963,10000426,934756
902,4183,4405,9999056,936173
903,5822,3199,10001090,936270
904,6021,3193,10000311,936549
905,7863,7742,9999202,937583
906,2697,4571,9998384,937790
907,6226,3035,9999899,937919
908,7543,3238,9999385,938119
909,2117,1756,9999692,939514
910,2239,5853,9999882,943505
911,2924,2015,9997482,943722
912,627,3608,10000917,944170
913,4900,2163,10000447,945380
914,3486,2533,9999929,945859
915,4081,5903,9999633,946395
916,6006,4530,9998255,947732
917,4167,6352,9999219,947876
918,2805,6049,10001091,949334
919,2955,59,10000917,950592
920,7311,2535,9999829,953001
921,1683,1670,9999786,955225
922,3763,6507,10000169,955538
923,353,4952,9998752,955743
924,3116,2214,9999572,956356
925,7417,3481,9999889,958137
926,1105,6734,10001159,958883
927,6193,2087,10000397,960954
928,4618,7506,9998808,961853
929,7213,3803,10000170,962475
930,5564,1177,9998053,964045
931,4009,7470,10000301,964249
932,2678,799,9999020,964698
933,3040,5252,10001151,964716
934,2999,1145,9998858,964962
935,4581,6785,9999842,965259
936,6058,1595,9998888,965336
937,605,5247,10001406,965696
938,7299,1465,10000815,966276
939,254,2861,9999522,968323
940,5121,2093,10001628,969382
941,1571,6198,10001066,969439
942,1589,3364,9999200,970443
943,3670,5041,9999908,970750
944,587,4104,10000297,973705
945,528,6005,10000499,975234
