id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
79,6468,4438,10001333,98025,98621,0,1,0,0,0,1,63690-45929-42532,4589
80,4179,279,9998249,98290,99286,0,1,1,0,0,2,38849-47450-47828-911,6334
81,2479,5852,9999500,99895,100691,0,1,0,0,0,1,20483-59852-60299-58302,6158
82,4039,749,10000876,99990,100390,0,1,0,0,0,1,37123-19354,3876
83,5951,2575,10001553,101027,101627,0,1,0,0,0,1,60102-48358-34862,2797
84,2626,2389,10000822,103355,103355,0,0,0,0,0,1,-1,
85,7100,2654,9999970,104074,104671,0,1,0,0,0,1,67482-4463-22342,5586
86,1124,89,9999746,105047,105844,0,1,0,0,0,1,7055-5228-6408-207,7245
87,4110,2406,9998854,105123,105726,0,0,1,0,0,2,37919-44616-38748-19750,7345
88,519,3182,9999053,105750,106542,0,1,0,0,0,1,2549-16728-5275-27712,5345
89,5796,4590,9999058,106249,107043,0,1,0,0,0,1,57725-53002-53238-45236,5529
90,4510,4857,9999228,106948,107547,0,1,0,0,0,1,43925-52094-49193,5135
91,621,6072,10000241,107319,107914,0,1,0,0,0,1,13048-13021-61311,5029
92,2974,3146,9999888,108931,109729,0,1,0,0,0,1,25812-32070-39467-35731,4664
93,4724,3527,9998760,109427,109822,0,1,0,0,0,1,49921-32592,3818
94,1704,7837,10000137,109649,110441,0,1,0,0,0,1,12426-13299-12398-71903,3825
95,4486,6238,10000900,110111,110506,0,1,0,0,0,1,43579-62311,2620
96,3536,2799,9999170,110932,111728,0,1,0,0,0,1,30780-47773-1951-23916,5587
97,5681,4760,9999451,113460,114059,0,1,0,0,0,1,56319-42660-51540,7038
98,751,5994,9999004,115475,116070,0,1,0,0,0,1,4131-39297-60872,3966
99,4391,5255,10001259,116235,117026,0,1,0,0,0,1,41944-31943-42615-51723,7236
100,5351,4809,9998453,117567,118365,0,1,0,0,0,1,53183-44284-43785-48169,5844
101,3307,4415,10001225,117766,118361,0,0,1,0,0,2,28769-43562-43508-42275,5189
102,2804,4620,10000274,117817,119012,0,1,1,0,0,2,23949-8562-41287-41293-45706,11082
103,2715,3921,9998240,118168,118959,1,0,1,0,0,3,23043-4870-2479-35378,8824
104,2874,5681,10001487,118795,119985,0,1,1,0,0,2,24688-59277-59245-56318,5572
105,3819,6108,9999099,119553,120153,0,1,0,0,0,1,34032-27675-61527,3164
106,5583,556,10000794,120103,120702,0,1,0,0,0,1,54922-42299-43952,4635
107,4694,1060,10001090,120264,120863,0,1,0,0,0,1,46929-47776-6438,4431
108,5765,5086,9999804,120522,121315,0,1,0,0,0,1,60737-38748-21023-50279,6402
109,1839,3421,10000127,120909,121505,0,1,0,0,0,1,14000-6538-29459,4293
110,5436,1509,9998352,121270,122063,0,1,0,0,0,1,53716-48358-52737-10854,5228
111,1167,7720,10000807,122482,123675,0,1,1,0,0,2,7274-26864-38097-71201,4325
112,7045,3236,10000843,125294,126089,0,1,0,0,0,1,67152-59516-17021-28148,7665
113,2256,4078,10001690,125633,126226,0,1,0,0,0,1,18397-27096-45961,4719
114,3829,4364,9999821,125942,126745,0,1,0,0,0,1,34172-66591-66594-41550,3551
115,2225,144,10000929,127314,128115,0,1,0,0,0,1,18082-5093-52047-402,6469
116,5330,4151,9997985,128881,129483,0,0,1,0,0,2,52817-53002-58968-38505,8423
117,6240,7664,10001165,129579,130176,0,1,0,0,0,1,62318-2147-70865,7421
118,6137,3344,9999077,129588,130184,0,1,0,0,0,1,61702-36637-28946,8728
119,7815,2212,9999381,129851,130449,0,1,0,0,0,1,71768-14190-17845,2147
120,2443,6762,10000385,129968,130565,0,1,0,0,0,1,20058-11175-65451,3089
121,3456,233,9999596,133143,133939,0,1,1,0,0,2,29886-8667-16774,3104
122,5537,4756,10000648,133565,134363,1,0,1,0,0,3,54525-47354-39112-47519,9076
123,3932,7225,10003449,136365,136959,0,1,0,0,0,1,35528-3459-68233,7013
124,3741,648,9998805,137423,138023,0,1,0,0,0,1,43690-41765-3298,5384
125,6975,2937,9999644,137632,138230,0,1,0,0,0,1,66728-38831-27869,6236
126,2369,937,9999205,137655,138052,0,1,0,0,0,1,33977-23635,4131
127,5916,4947,10000591,138886,139678,0,1,0,0,0,1,59706-53321-52994-49470,7445
128,5469,975,10000196,139034,139832,0,1,0,0,0,1,53989-53002-53220-5547,7507
129,979,3143,9999107,139434,140032,0,1,0,0,0,1,25514-25663-27318,3281
130,2025,3844,9999142,140004,140404,0,1,0,0,0,1,38808-35020,1220
131,743,4210,10000443,140039,140635,0,1,0,0,0,1,4052-26864-39169,5260
132,801,2478,9999393,141638,141638,0,0,0,0,0,1,-1,
133,1148,1477,9999552,142330,142734,0,1,0,0,0,1,7185-12660,1138
134,5879,655,10000236,143352,143951,0,1,0,0,0,1,60324-39895-34198,3136
135,6891,6791,9999495,144681,145482,0,1,0,0,0,1,66224-24373-54964-65627,5461
136,808,2323,10000009,144984,145781,0,1,0,0,0,1,4473-39100-39124-19051,5455
137,3525,775,9998765,145105,145506,0,0,1,0,0,2,30657-5038-4245,5447
138,4165,3398,10000309,146989,147977,0,1,1,0,0,2,38661-48847-51440-29126,11178
139,6171,6650,9999797,147118,147515,0,1,0,0,0,1,61906-64781,1230
140,2866,1684,10000484,147476,148276,0,1,0,0,0,1,24585-18875-2176-12292,6699
141,5053,4200,9999428,148226,149423,0,1,1,0,0,2,56734-54805-69431-69432,9163
142,7632,1383,9999577,148519,149122,0,1,0,0,0,1,70672-10669-8762,2409
143,6992,636,9999541,149235,149828,0,1,0,0,0,1,66830-2713-3255,4715
144,6231,3790,9999801,152227,152819,0,1,0,0,0,1,62268-50486-54844,2546
145,1055,1390,10001583,152880,153477,0,1,0,0,0,1,16984-6496-8800,2959
146,498,4881,10001636,153577,154180,0,1,0,0,0,1,2468-37777-50006,3820
147,338,5589,10000276,153682,154479,0,1,0,0,0,1,5826-6484-8563-54986,5905
148,3055,417,10000599,153884,154480,0,0,2,0,0,3,34824-48023-2002,7094
149,7549,4574,10002203,154658,155257,0,1,0,0,0,1,70172-41293-44982,4016
150,1623,6496,9999382,155525,156319,0,1,0,0,0,1,11884-13829-13753-63859,4840
151,4364,5756,9998966,156492,156889,0,0,1,0,0,2,41551-48364-57288,4133
152,3884,6757,9999939,157873,157873,0,0,0,0,0,1,-1,
153,1589,3114,9997546,160304,160908,0,1,0,0,0,1,11611-38680-27085,3669
154,4478,1463,9997888,161974,162373,0,1,0,0,0,1,43438-23631,2635
155,2121,5784,10000873,162800,163994,0,1,1,0,0,2,16724-56443-59795-57584,7156
156,4153,1785,9999258,162930,163530,0,1,0,0,0,1,43689-42056-13153,5401
157,728,531,9999959,163236,163629,0,1,0,0,0,1,4643-2602,3608
158,5921,7953,10000748,163296,164291,0,1,1,0,0,2,59601-22666-23119-72599,7713
159,5895,5687,10000196,166635,167439,0,1,0,0,0,1,59210-46038-26137-56464,6650
160,7200,5676,9999187,167553,168555,0,1,1,0,0,2,68078-47775-42184-56304,8186
161,4361,2229,10000961,168330,169128,0,1,1,0,0,2,41514-52666-18107,6306
162,884,4908,10000554,169480,170276,0,1,0,0,0,1,4989-71421-71424-49378,5819
163,1540,7242,9999606,169690,170286,0,1,0,0,0,1,31697-35632-68335,3330
164,661,7541,9998493,169975,170772,0,1,0,0,0,1,3377-4836-24387-70127,3478
165,1392,6489,9998478,170795,171393,0,1,0,0,0,1,54475-18472-63817,8034
166,3352,2711,10001869,171316,172117,0,1,0,0,0,1,44839-53002-53211-22866,8084
167,1183,1521,10001508,171534,172130,0,1,0,0,0,1,7336-6639-10968,6002
168,4622,6340,9997252,171822,172619,0,1,0,0,0,1,45713-46038-34249-62921,5251
169,4318,7208,9999180,171866,172468,0,1,0,0,0,1,40858-21657-68129,3354
170,6737,2525,9999846,172007,172603,0,1,0,0,0,1,65304-45690-20926,3190
171,7391,2773,10002236,172163,172759,0,1,0,0,0,1,69226-7213-23576,3766
172,1022,1557,10001931,174423,175025,0,1,0,0,0,1,6144-34035-11346,4499
173,7658,3368,9998675,174528,175123,0,1,0,0,0,1,70828-32071-29026,6617
174,3373,1089,10000027,174935,175732,1,0,1,0,0,3,29037-31496-19110-6915,13094
175,3963,1732,9998832,176003,176599,0,1,0,0,0,1,37195-31850-20940,3705
176,4164,5410,10001267,176877,177669,0,1,0,0,0,1,38667-59528-55591-53543,7140
177,339,1893,9999160,178683,179082,0,1,0,0,0,1,48117-14378,2435
178,5850,3835,9997029,179052,179852,0,1,0,0,0,1,58299-43090-48856-34286,5935
179,316,6880,10001369,179155,180149,0,1,1,0,0,2,1043-20165-17890-66159,5650
180,756,5134,10001184,181196,181991,0,1,0,0,0,1,6654-37836-46587-50624,4674
181,4951,259,10000777,181379,182179,0,1,0,0,0,1,49478-58440-1098-841,10044
182,1273,287,10000055,181699,182297,0,1,0,0,0,1,7869-3592-12074,3798
183,4479,2913,10001056,184069,184467,0,1,0,0,0,1,44426-25083,2743
184,6782,4076,9999479,184103,184698,0,1,0,0,0,1,65574-40647-38242,3768
185,661,4096,9999871,184249,184849,0,1,0,0,0,1,3377-9732-48939,4321
186,2796,4640,9998691,184455,185448,0,1,0,0,0,1,23884-55400-59808-71171-71168,8267
187,6879,6075,10000133,187884,188684,0,1,1,0,0,2,66156-32622-61329,6789
188,2205,6465,10000592,188453,189452,0,1,1,0,0,2,17803-42890-63671,4147
189,6378,3838,10000147,188934,189530,0,1,0,0,0,1,63146-19723-35753,4886
190,3317,7314,9997997,189113,190308,0,1,1,0,0,2,28793-31496-25736-68765,7476
191,1020,3320,9999718,189695,190292,0,1,0,0,0,1,6221-34166-34171,4470
192,4962,6777,10000486,190449,192235,0,1,2,0,0,3,72899-72900-69766-12041-65545,9304
193,7903,7970,10000103,191115,191912,0,1,0,0,0,1,72300-26272-13385-72701,4495
194,4839,7114,10000852,194417,196004,0,1,2,0,0,3,48436-21615-18804-67563,7116
195,50,7816,10000900,194836,195430,0,1,0,0,0,1,40071-56826-71775,4028
196,4252,2867,9999986,195368,195962,0,1,0,0,0,1,40015-2924-26384,4106
197,6959,2688,10000751,200154,200751,0,1,0,0,0,1,66634-16253-22578,4857
198,1966,7985,9998166,206282,206882,0,1,0,0,0,1,15077-6781-72793,3600
199,5369,5484,9999505,206842,208238,0,1,2,0,0,3,53382-55594-53003-54086,9764
200,4390,7237,10000757,207412,208013,0,1,0,0,0,1,47733-40654-68305,3502
201,6888,4576,9999905,207746,208943,0,1,1,0,0,2,66210-21212-29286-45023,7402
202,5882,4428,10000269,208717,209116,0,1,0,0,0,1,58965-58405,5027
203,2756,5993,10000028,209571,210364,0,1,0,0,0,1,23441-7140-7174-60790,6176
204,4365,3888,9999987,210291,210291,0,0,0,0,0,1,-1,
205,5264,6913,9999057,212105,212701,0,1,0,0,0,1,51922-41365-66359,5378
206,3633,794,9999999,214406,215407,0,1,1,0,0,2,31858-10355-7736-4361,4485
207,2358,7788,10000059,214695,215290,0,1,0,0,0,1,19380-10230-71611,3956
208,908,2480,10000004,215554,216149,0,1,0,0,0,1,6923-7609-44523,4116
209,3651,3666,10001926,215891,216487,0,1,0,0,0,1,34630-37585-48647,8623
210,4092,5360,10001510,216062,216853,0,1,0,0,0,1,38031-52204-60558-53352,7010
211,1933,409,10000501,219578,220175,0,1,0,0,0,1,14747-727-1933,6847
212,286,870,10000124,221042,221642,0,1,0,0,0,1,946-1536-4887,2355
213,655,7484,9999104,221468,222063,0,1,0,0,0,1,3454-54257-69785,2406
214,847,1137,10003009,221883,222282,0,1,0,0,0,1,19293-7115,3362
215,3108,3856,9998982,223368,223964,0,1,0,0,0,1,27035-16416-35486,3797
216,4537,5381,10000366,223654,224451,0,1,0,0,0,1,45574-13191-55603-53413,6459
217,4875,1034,10001135,224720,225314,0,1,0,0,0,1,49089-6664-7823,4708
218,6393,3598,10000306,225709,226310,0,1,0,0,0,1,63238-21245-31360,3251
219,1552,2176,10001471,226339,227132,0,1,1,0,0,2,24674-9542-18506,4899
220,3878,5908,9997660,227297,228490,0,1,1,0,0,2,34715-16836-44169-59325,6103
221,3147,1185,10000259,228575,229170,0,1,0,0,0,1,27386-4203-7345,5957
222,4579,7147,10000316,230148,230548,0,1,0,0,0,1,45176-67763,2650
223,369,3768,10001762,230506,230902,0,1,0,0,0,1,33932-33996,1772
224,7822,6796,10001239,231400,232592,0,1,1,0,0,2,71812-52688-24470-65655,7958
225,5769,2415,10000094,233972,234569,0,1,0,0,0,1,57959-31182-19799,5572
226,4578,7913,9999891,234060,234060,0,0,0,0,0,1,-1,
227,161,4465,10000142,234513,235109,0,1,0,0,0,1,37307-24264-49870,4693
228,1527,1607,9999235,236859,237455,0,1,0,0,0,1,12370-52483-30890,2464
229,3578,1038,9999688,240907,241705,0,1,0,0,0,1,31177-48682-48520-60615,7061
230,2531,545,10001607,241352,241948,0,1,0,0,0,1,20974-6545-7127,3063
231,756,3570,10000207,242793,243391,0,1,0,0,0,1,57170-42185-31224,3023
232,2559,5287,9999778,247317,248509,0,1,2,0,0,3,21840-35953-44998-52268,8451
233,2375,5742,9999008,252477,253075,0,1,0,0,0,1,19512-8139-60560,4696
234,29,5324,10000414,253412,254205,0,1,0,0,0,1,52-16500-52593-52764,6637
235,3586,398,9999158,253501,254097,0,1,0,0,0,1,31284-1631-1858,3499
236,2869,4880,9999031,254389,254986,0,0,1,0,0,2,25939-48364-46986-49151,8676
237,5252,1572,9998938,254437,254437,0,0,0,0,0,1,-1,
238,7473,3687,9999745,254626,256623,0,1,3,0,0,4,69720-48407-50017-32469,7778
239,6850,3389,10000668,255225,256023,0,1,0,0,0,1,65982-27654-27809-29074,3607
240,2192,3758,9999323,257880,258677,0,1,0,0,0,1,41170-41823-47725-33122,7578
241,4793,5504,10000516,258075,258869,0,1,0,0,0,1,47970-46506-53454-54473,10412
242,6591,2143,9998149,258272,259462,0,1,1,0,0,2,64426-26393-70859-70856,4875
243,7243,7870,9999915,258960,259555,0,1,0,0,0,1,68336-6186-72101,6966
244,6470,1422,10000600,259016,260207,0,1,2,0,0,3,63698-5317-1340-9083,4343
245,3991,6291,9999108,261465,262062,0,1,0,0,0,1,45990-2227-62625,4780
246,2535,4488,9999752,261810,262408,0,1,0,0,0,1,21022-13883-43622,3660
247,1976,7982,9999843,262276,263070,0,1,0,0,0,1,15237-46904-59157-72773,7497
248,2928,1335,10000367,262586,263383,0,1,0,0,0,1,25220-30327-15286-8427,5371
249,7033,6478,10000064,265786,266574,0,1,0,0,0,1,67076-9821-4007-63749,6741
250,7258,2682,10000926,269197,269792,0,1,0,0,0,1,68430-53233-22554,3926
251,6892,5153,10000830,269515,270112,0,1,0,0,0,1,66230-10606-50946,2501
252,2488,3952,9999541,270489,271083,0,1,0,0,0,1,33207-41582-35871,3401
253,2416,4431,9999409,270860,271856,0,1,1,0,0,2,19813-36648-42478,5030
254,3347,6749,10000061,270900,271694,1,0,1,0,0,3,28953-40906-42361-65377,14600
255,1236,7846,9999750,271944,272538,0,1,0,0,0,1,7659-16836-71959,4532
256,815,3944,10000416,273793,274393,0,1,0,0,0,1,4511-4783-42270,4385
257,2099,3266,10001329,274628,275028,0,1,0,0,0,1,48473-34872,4706
258,1328,1986,10000844,275867,276265,0,1,0,0,0,1,8397-16361,3745
259,5985,1647,9999032,276093,276889,0,1,0,0,0,1,60573-25623-16697-12030,8528
260,1267,4908,9997005,276690,277288,0,1,0,0,0,1,7843-30506-49378,5074
261,22,6160,10001140,278150,278746,0,1,0,0,0,1,31518-42095-61839,4498
262,308,2029,10000751,279392,279986,0,1,0,0,0,1,1016-8009-15785,3678
263,3061,518,9999826,279909,280308,0,0,1,0,0,2,26522-10522-2608,4829
264,859,7508,10000543,280488,281079,0,1,0,0,0,1,5615-27661-69929,3310
265,2918,7865,9999816,280969,281563,0,1,0,0,0,1,30492-68485-72069,6040
266,3495,2354,10001126,281988,282579,0,1,0,0,0,1,30366-13743-19339,4389
267,3406,5704,9999026,284796,285595,0,1,0,0,0,1,29271-29721-42615-56696,4297
268,1716,7473,9999920,286347,286948,0,1,0,0,0,1,12500-52728-69719,5356
269,3463,5709,10000227,288148,289343,0,1,1,0,0,2,56396-43641-42615-56712,5493
270,3602,7941,10000430,288576,289377,0,1,0,0,0,1,31428-27151-16884-72525,5283
271,5814,4458,9999124,288775,289373,0,1,0,0,0,1,58543-52744-42876,6578
272,6601,47,10000445,289255,289846,0,0,1,0,0,2,64488-1704-25633-101,5714
273,5403,5537,10001930,291822,292419,0,1,0,0,0,1,53529-53503-54524,3723
274,3941,6421,9999662,292062,293254,0,1,1,0,0,2,52330-47381-28886-63405,7436
275,5492,1810,9999991,292459,293260,0,1,0,0,0,1,54121-53002-13192-13552,5248
276,3105,3162,10001399,292847,293445,0,1,0,0,0,1,33919-24120-27550,5563
277,4071,71,9999624,293798,295185,0,1,2,0,0,3,37467-30043-62621-62618,10396
278,4357,1655,9999574,294253,295852,0,1,4,0,0,5,47201-24470-23103,6147
279,3773,3892,10000741,294387,295181,0,1,0,0,0,1,48381-44099-43232-34942,3573
280,5497,7360,10001285,296165,296765,0,1,0,0,0,1,54210-56622-69041,3422
281,5178,1004,10000208,299979,299979,0,0,0,0,0,1,-1,
282,5439,4247,10000910,300826,301230,0,1,0,0,0,1,59509-46811,1482
283,1525,1501,10000062,301162,301763,0,1,0,0,0,1,10988-12648-11023,3326
284,6548,4081,9999001,301558,302156,0,1,0,0,0,1,64166-25050-37547,3303
285,1376,7789,9999659,304853,305648,0,1,1,0,0,2,9271-8862-71613,4176
286,6087,4024,10000389,305292,305888,0,1,0,0,0,1,61404-42184-36969,3832
287,4741,4966,9999860,306721,307520,0,1,0,0,0,1,47410-54500-54879-49508,5807
288,1615,6587,10000675,307217,307816,0,1,0,0,0,1,11834-52706-64405,4051
289,5061,7157,10001077,307409,308205,0,1,0,0,0,1,49931-48358-3955-67821,6633
290,4209,6567,9998482,307560,308156,0,1,0,0,0,1,51371-5262-64283,4271
291,618,6412,10001840,308976,309574,0,1,0,0,0,1,20769-15479-63351,3521
292,7819,5865,9998392,310062,311054,0,1,1,0,0,2,71796-9828-58569,6227
293,283,7139,10000209,310388,311384,0,1,1,0,0,2,937-24433-57258-67713,5617
294,22,4165,10000444,311384,311979,0,1,0,0,0,1,49817-49790-38660,3660
295,2003,7312,10000117,312245,312844,0,1,0,0,0,1,16400-2973-68751,3643
296,5700,3501,10000669,313356,314155,0,1,0,0,0,1,57054-17319-17770-30489,6467
297,3623,7913,9999323,313633,314029,0,1,0,0,0,1,31827-72357,4764
298,2230,5785,9999993,314074,314471,0,0,1,0,0,2,18111-22697-57586,8005
299,2338,5933,10000256,321109,321702,0,1,0,0,0,1,34699-33937-59726,7402
300,6489,5082,10000457,321663,322262,0,1,0,0,0,1,63816-23637-51486,5725
301,3393,6947,9999457,321681,322475,0,1,0,0,0,1,29085-32932-56733-66565,6606
302,684,965,9999366,321759,322353,0,1,0,0,0,1,3554-5702-5467,8630
303,4576,3268,9999206,322578,323778,0,1,1,0,0,2,45004-27537-14177-28848,7104
304,2881,7131,10001142,322782,323376,0,1,0,0,0,1,26845-16956-67665,7758
305,2328,1077,10000890,323628,324229,0,1,0,0,0,1,19094-38991-6642,3367
306,3648,7227,10000995,324630,325229,0,1,0,0,0,1,33870-36555-68243,2928
307,537,1089,10001881,324812,326405,0,1,2,0,0,3,2637-13182-71321-71322,8896
308,3762,6789,9999824,324857,325848,0,1,1,0,0,2,33146-33150-40093-65615,4769
309,4874,3256,9999995,326456,327055,0,0,1,0,0,2,49077-56375-52990-28344,6249
310,7219,3528,9999834,327265,327860,0,0,1,0,0,2,68192-58614-53240-30666,7337
311,7452,5599,9998625,329057,329656,0,1,0,0,0,1,69594-23749-55442,8019
312,4817,1264,9999301,330303,331100,0,1,0,0,0,1,48327-53002-53220-7829,7136
313,745,7262,9998788,330639,331236,0,1,0,0,0,1,4703-13700-68451,6632
314,1893,6918,9998838,331621,332222,0,1,0,0,0,1,14379-2324-66389,7178
315,3556,7386,10000307,332556,333156,0,1,0,0,0,1,32810-57175-69197,3361
316,4566,4818,9998450,332950,333348,0,0,1,0,0,2,45779-42661-48328,6115
317,186,6742,9999502,332961,333562,0,1,0,0,0,1,20136-58695-65333,4913
318,1268,1037,10001285,333022,333621,0,1,0,0,0,1,8066-54805-24448,3406
319,5899,5869,9999958,333947,334947,0,1,0,0,0,1,59264-59140-27455-42661-58662,11194
320,138,321,9999829,334530,335325,0,1,0,0,0,1,384-14904-15286-47611,4950
321,3387,6613,9999650,334720,335317,1,0,1,0,0,3,29065-30507-64557,13758
322,1345,6888,9999474,335821,336418,0,1,0,0,0,1,8641-27080-66209,3003
323,3394,1476,10001109,336062,336659,0,1,0,0,0,1,29087-32108-17132,4579
324,7799,1117,9999698,336511,337107,0,1,0,0,0,1,71672-15411-7004,5430
325,940,3244,10000135,337151,337950,0,1,1,0,0,2,5308-1428-29530,5745
